filename,lat,lon,altitude,roll,pitch,yaw
00369.png,50.74360562,7.11932524,367.985,-0.01775,0.02244,-0.40367
00370.png,50.74397397,7.11905704,368.267,-0.00588,0.01464,-0.40053
00371.png,50.74434221,7.11878975,368.237,-0.02266,0.01345,-0.38463
00372.png,50.74471169,7.11852331,368.179,0.02511,0.01358,-0.39417
00373.png,50.74508245,7.11826251,368.185,0.06342,0.01009,-0.37716
00374.png,50.74545593,7.11801257,368.091,0.0574,0.01008,-0.33875
00375.png,50.74583342,7.11777452,367.933,0.13287,0.02126,-0.31936
00376.png,50.74621374,7.11755653,367.907,0.20802,0.01529,-0.24595
00377.png,50.74659924,7.1173718,367.922,0.25893,0.00471,-0.15017
00378.png,50.74699125,7.11722938,367.805,0.28611,-0.0006,-0.07789
00379.png,50.74738751,7.11713329,367.808,0.26472,-0.0041,0.01515
00380.png,50.74778572,7.11708333,367.638,0.27655,-0.0126,0.0969
00381.png,50.7481844,7.11708115,367.165,0.30891,-0.01467,0.16334
00382.png,50.74858049,7.11712951,366.737,0.29457,-0.01098,0.25548
00383.png,50.74897155,7.11722393,366.132,0.30924,0.00189,0.36598
00384.png,50.74935227,7.11737028,366.439,0.3501,0.01791,0.48115
00385.png,50.74971566,7.11757231,367.704,0.36034,0.02413,0.59103
00386.png,50.75005844,7.11782264,368.773,0.39287,0.00994,0.69778
00387.png,50.75037654,7.11812159,369.574,0.39758,0.01264,0.8151
00388.png,50.75066579,7.11846555,370.268,0.39802,0.01299,0.93746
00389.png,50.75092238,7.11885064,371.07,0.37573,0.0162,1.04964
00390.png,50.75114555,7.11926914,371.857,0.36907,0.01752,1.15629
00391.png,50.75133439,7.11971417,372.555,0.3739,0.01597,1.26057
00392.png,50.75148816,7.12018002,372.986,0.35579,0.00646,1.36283
00393.png,50.75160818,7.12066121,372.887,0.3443,-0.00338,1.46686
00394.png,50.75169394,7.12115299,372.309,0.34122,0.00163,1.57589
00395.png,50.75174235,7.12165,372.318,0.33446,0.01692,1.68896
00396.png,50.75175429,7.12214352,372.943,0.29249,0.00129,1.7816
00397.png,50.75173679,7.1226316,372.788,0.21189,-0.01759,1.84805
00398.png,50.75169723,7.12311544,371.993,0.15927,-0.03041,1.91908
00399.png,50.7516378,7.12359735,371.259,0.10545,-0.02549,1.95912
00400.png,50.75156155,7.1240775,371.049,0.12613,-0.0297,1.98584
00401.png,50.75147171,7.12455355,370.697,0.09149,-0.03417,2.04763
00402.png,50.75137001,7.12502774,369.505,0.03848,-0.0385,2.09611
00403.png,50.75125729,7.12550176,367.721,0.05234,-0.02776,2.1002
00404.png,50.75113562,7.12597367,366.479,0.08547,0.01839,2.11978
00405.png,50.75100415,7.12643613,367.065,0.10789,0.03437,2.16708
00406.png,50.75086244,7.12688382,368.379,0.12316,0.02861,2.21992
00407.png,50.75070938,7.12731526,369.538,0.11423,0.01966,2.26031
00408.png,50.75054552,7.12773202,370.006,0.10671,0.01002,2.29201
00409.png,50.75037209,7.12813572,370.181,0.10096,0.00694,2.33703
00410.png,50.75018837,7.12852559,370.217,0.11413,0.00017,2.37245
00411.png,50.74999473,7.12890073,369.887,0.09433,-0.005,2.41245
00412.png,50.74979162,7.1292624,369.345,0.07375,-0.00778,2.44533
00413.png,50.7495805,7.12961371,369.059,0.03806,-0.004,2.47351
00414.png,50.74936292,7.1299571,368.406,0.06026,-0.02268,2.48215
00415.png,50.74913799,7.13029163,366.881,0.07776,-0.02102,2.49877
00416.png,50.74890486,7.13061522,365.565,0.08819,-0.01622,2.53837
00417.png,50.74866286,7.13092541,364.663,0.10438,-0.0182,2.57729
00418.png,50.74841131,7.13121952,363.955,0.18462,-0.02749,2.60569
00419.png,50.74814715,7.13148819,363.505,0.22431,-0.04215,2.66058
00420.png,50.74787035,7.13172805,362.327,0.18917,-0.0447,2.74148
00421.png,50.74758021,7.13193784,361.227,0.18063,-0.02768,2.79503
00422.png,50.74728014,7.13211602,360.743,0.18729,-0.01818,2.85324
00423.png,50.74697248,7.13226119,360.477,0.19278,-0.02517,2.91852
00424.png,50.74665774,7.13237113,360.05,0.24224,-0.02532,2.98401
00425.png,50.74633655,7.13243827,359.76,0.21499,-0.00796,3.04759
00426.png,50.74601296,7.13246374,360.248,0.21246,0.03068,3.13133
00427.png,50.74569186,7.13244586,362.244,0.20875,0.06237,-3.06966
00428.png,50.74537769,7.13238661,365.358,0.21113,0.05677,-3.00781
00429.png,50.74507081,7.13229287,367.737,0.20662,0.03277,-2.94731
00430.png,50.74476978,7.13216648,369.298,0.151,0.02743,-2.88362
00431.png,50.74447445,7.13201235,370.283,0.15686,0.01101,-2.83393
00432.png,50.74418434,7.13182937,370.588,0.1952,0.00878,-2.80178
00433.png,50.74390127,7.13161265,371.318,0.14471,0.01117,-2.74943
00434.png,50.74362442,7.13137059,372.034,0.09924,0.00984,-2.69413
00435.png,50.74335271,7.13110838,372.332,0.12192,0.01174,-2.65812
00436.png,50.74308773,7.13082444,372.904,0.10522,0.01975,-2.61325
00437.png,50.74282978,7.13052315,373.511,0.05268,0.01585,-2.55171
00438.png,50.74257764,7.13020677,373.695,0.06884,0.02138,-2.51663
00439.png,50.74233259,7.12987559,374.292,0.07242,0.04553,-2.48787
00440.png,50.74209605,7.12953229,375.36,0.1349,0.04299,-2.45507
00441.png,50.74187077,7.12917353,376.462,0.11368,0.0279,-2.39147
00442.png,50.74165552,7.12879755,377.286,0.08041,0.01734,-2.33836
00443.png,50.7414489,7.12840588,377.716,0.09532,0.00969,-2.30711
00444.png,50.74125034,7.12799862,377.754,0.13013,0.00938,-2.28255
00445.png,50.74106242,7.12757383,378.098,0.07354,0.01313,-2.23073
00446.png,50.74088241,7.12713612,378.418,0.07608,0.0037,-2.17607
00447.png,50.74071112,7.12668425,378.607,0.08161,0.00279,-2.14377
00448.png,50.74054915,7.12621879,378.698,0.08588,0.00452,-2.11599
00449.png,50.74039747,7.12574046,378.553,0.13161,0.0016,-2.07674
00450.png,50.74026013,7.12524762,378.414,0.14982,0.01185,-2.01554
00451.png,50.74014029,7.12474039,378.727,0.15087,0.02468,-1.94849
00452.png,50.74003958,7.12422134,379.56,0.08184,0.02002,-1.89013
00453.png,50.73995289,7.12369458,379.99,0.03544,0.02431,-1.85065
00454.png,50.73987652,7.12316289,380.323,-0.00035,0.0336,-1.84206
00455.png,50.73980736,7.12262999,380.606,0.00247,0.03408,-1.83479
00456.png,50.7397438,7.12209689,380.724,-0.08255,0.03293,-1.82924
00457.png,50.73967984,7.12156417,380.323,-0.06256,0.03331,-1.86081
00458.png,50.73961506,7.12103392,379.849,-0.00111,0.03337,-1.86812
00459.png,50.7395538,7.12050453,379.824,0.01162,0.03323,-1.83068
00460.png,50.73949813,7.11997315,380.07,-0.02231,0.0328,-1.81991
00461.png,50.73944551,7.11944175,380.322,-0.04501,0.03512,-1.81963
00462.png,50.73939325,7.11891146,380.549,-0.03106,0.04171,-1.82055
00463.png,50.73934175,7.11838291,380.921,-0.02166,0.03474,-1.81994
00464.png,50.73929196,7.11785468,380.974,-0.04895,0.01441,-1.81836
00465.png,50.73924148,7.11732502,380.172,-0.08475,-0.0017,-1.82499
00466.png,50.73918767,7.11679212,378.617,-0.06057,-0.0009,-1.85807
00467.png,50.73913127,7.11625715,377.788,-0.05152,0.01314,-1.85183
00468.png,50.7390734,7.11571966,377.703,-0.01879,0.01429,-1.8547
00469.png,50.73901604,7.11518079,377.545,-0.01571,0.00345,-1.84646
00470.png,50.73896037,7.11463845,377.696,-0.03216,0.00372,-1.84803
00471.png,50.73890051,7.11407207,378.119,-0.12064,-0.00334,-1.84749
00472.png,50.73883509,7.1135276,377.425,-0.08104,-0.00734,-1.85631
00473.png,50.73876374,7.11298263,376.038,-0.04466,0.00183,-1.86627
00474.png,50.73869145,7.11243669,375.191,0.03237,-0.00197,-1.8399
00475.png,50.73862675,7.111886,374.451,-0.00207,0.02061,-1.82194
00476.png,50.73856659,7.11133195,374.235,-0.02641,0.03147,-1.83433
00477.png,50.7385075,7.11077971,373.923,-0.04581,0.0275,-1.83593
00478.png,50.73844814,7.11022917,373.567,-0.06285,0.03773,-1.86191
00479.png,50.73838509,7.10968462,373.443,-8e-05,0.02947,-1.8485
00480.png,50.7383233,7.10914124,372.745,-0.04926,0.01681,-1.83598
00481.png,50.73826004,7.1085969,371.638,-0.06428,0.01487,-1.85317
00482.png,50.73819247,7.10805368,370.84,-0.03919,0.02407,-1.8573
00483.png,50.73812294,7.10751117,370.464,-0.0506,0.03637,-1.86302
00484.png,50.73805204,7.10697034,370.122,-0.04337,0.0225,-1.8834
00485.png,50.73797906,7.10643118,369.083,-0.03599,0.01615,-1.90081
00486.png,50.73790316,7.1058933,368.535,-0.05746,0.01022,-1.88696
00487.png,50.73782623,7.10535392,367.496,-0.02229,0.01321,-1.89554
00488.png,50.73775005,7.10481303,366.818,0.00535,0.01268,-1.9
00489.png,50.73767481,7.10427077,366.249,-0.01875,0.0047,-1.89265
00490.png,50.73759886,7.10372655,366.041,-0.03558,0.00588,-1.91381
00491.png,50.73752059,7.1031838,365.494,-0.0233,-0.00925,-1.90044
00492.png,50.73744286,7.10263756,364.869,0.00854,-0.00949,-1.8999
00493.png,50.73736716,7.10208559,364.66,-0.0526,-0.01608,-1.92554
00494.png,50.73728817,7.10153374,362.325,-0.03984,-0.01973,-1.91957
00495.png,50.73720555,7.1009781,359.832,-0.03726,-0.00655,-1.93054
00496.png,50.73712013,7.10042096,358.02,-0.04607,0.00469,-1.92882
00497.png,50.73703208,7.09986219,357.278,-0.08287,0.00855,-1.95393
00498.png,50.73693949,7.09930441,357.356,-0.02046,-0.00052,-1.97161
00499.png,50.73684635,7.09874604,357.556,-0.04654,0.00238,-1.95548
00500.png,50.73675207,7.0981861,357.0,-0.03986,0.01586,-1.97055
00501.png,50.73665603,7.09762625,356.386,-0.04416,0.06123,-1.97953
00502.png,50.73655757,7.09706897,357.47,-0.04321,0.07414,-1.97958
00503.png,50.73645664,7.09651482,359.776,-0.06134,0.06482,-1.98353
00504.png,50.73635108,7.09596396,361.894,-0.0688,0.04732,-1.977
00505.png,50.73624082,7.09541313,363.324,-0.08355,0.03495,-1.99298
00506.png,50.73612377,7.09486234,364.839,-0.11479,0.04793,-2.02331
00507.png,50.73599652,7.09431477,367.593,-0.17094,0.03751,-2.07119
00508.png,50.73585423,7.09377507,369.593,-0.2155,0.01047,-2.119
00509.png,50.7356949,7.0932428,369.914,-0.17248,0.03728,-2.18273
00510.png,50.73551995,7.09272119,371.107,-0.13407,0.02728,-2.22974
00511.png,50.73533272,7.09220903,371.53,-0.21133,0.0177,-2.25419
00512.png,50.73512814,7.09170986,371.761,-0.23168,0.00765,-2.30692
00513.png,50.73490603,7.09122628,371.341,-0.24119,0.01983,-2.38687
00514.png,50.7346657,7.09076661,371.798,-0.26865,0.02646,-2.46014
00515.png,50.73440781,7.09033399,372.598,-0.24383,0.01952,-2.53466
00516.png,50.73413453,7.08992874,373.659,-0.2291,0.03028,-2.59974
00517.png,50.73384754,7.08955158,375.379,-0.15711,0.01598,-2.6627
00518.png,50.73355151,7.08919779,376.635,-0.13944,0.00652,-2.66381
00519.png,50.73324649,7.08886135,377.771,-0.16002,0.01333,-2.67513
00520.png,50.73293336,7.08854232,378.635,-0.14752,0.02413,-2.70304
00521.png,50.73261404,7.08824052,379.444,-0.13322,0.03315,-2.73717
00522.png,50.73229009,7.08795573,380.401,-0.1498,0.03686,-2.77605
00523.png,50.73196209,7.08768825,380.802,-0.01893,0.0286,-2.80755
00524.png,50.73163357,7.08742411,381.906,-0.00725,0.02833,-2.78995
00525.png,50.73130558,7.08715738,383.042,0.02627,0.01135,-2.76111
00526.png,50.73097792,7.08688456,382.776,-0.06587,-0.0033,-2.7514
00527.png,50.73064742,7.08661312,382.231,-0.13231,0.01504,-2.79509
00528.png,50.73031381,7.08635827,382.534,-0.12282,0.00794,-2.82144
00529.png,50.72997806,7.08611913,382.521,-0.04881,0.00682,-2.82791
00530.png,50.72964143,7.08588667,382.711,-0.0648,-0.00373,-2.8363
00531.png,50.7293037,7.08566116,382.211,-0.03957,-0.01887,-2.84467
00532.png,50.72896495,7.08543998,381.094,-0.05065,-0.01616,-2.83342
00533.png,50.72862451,7.08522122,379.925,-0.03956,-0.00331,-2.83364
00534.png,50.72828368,7.08500546,379.732,-0.09389,-0.00908,-2.82387
00535.png,50.72794074,7.08479647,379.519,-0.11996,0.00159,-2.85654
00536.png,50.72759726,7.08459844,379.129,-0.05418,0.00067,-2.88299
00537.png,50.72725467,7.08440669,378.881,-0.05504,-0.00046,-2.88634
00538.png,50.72691275,7.08421862,378.473,-0.09747,-0.00098,-2.88767
00539.png,50.72656922,7.08403769,378.194,-0.08638,0.0116,-2.92313
00540.png,50.7262251,7.08386715,378.764,-0.05489,0.0093,-2.94637
00541.png,50.72588172,7.08370234,378.634,0.02133,-0.00373,-2.92989
00542.png,50.72553984,7.08353254,378.028,0.0794,-0.00482,-2.86996
00543.png,50.72520032,7.08334454,378.097,0.08418,-0.00722,-2.80843
00544.png,50.72486524,7.08313292,378.564,0.0909,-0.01397,-2.75984
00545.png,50.72453646,7.0828978,379.518,0.08994,-0.02136,-2.7102
00546.png,50.72421404,7.08264006,380.362,0.04852,-0.00499,-2.68443
00547.png,50.72389798,7.08236658,381.63,0.00496,0.00347,-2.6764
00548.png,50.72358701,7.08208776,382.547,-0.03962,0.0119,-2.67644
00549.png,50.72328035,7.08180665,384.163,0.07101,0.01062,-2.64076
00550.png,50.72298205,7.08151005,386.824,0.05181,0.00062,-2.56842
00551.png,50.72269179,7.08119487,389.117,0.04817,-0.03132,-2.53765
00552.png,50.72240905,7.0808625,387.841,0.0853,-0.03368,-2.51787
00553.png,50.72213571,7.08050821,386.33,0.11062,-0.0188,-2.47157
00554.png,50.72187465,7.08012965,385.181,0.13092,-0.0191,-2.42661
00555.png,50.72162692,7.07972578,384.595,0.08383,-0.00347,-2.39265
00556.png,50.72138972,7.07930543,384.128,0.01264,0.00759,-2.39254
00557.png,50.72115844,7.07887982,384.001,-0.01398,0.02134,-2.40568
00558.png,50.72093114,7.07845534,384.087,0.00907,0.00711,-2.38258
00559.png,50.72070806,7.07802806,383.701,-0.06061,-0.00443,-2.36349
00560.png,50.72048431,7.07760076,382.499,-0.07349,0.00678,-2.40271
00561.png,50.72025738,7.07718182,381.876,-0.03101,0.00846,-2.41553
00562.png,50.72002997,7.07676764,381.993,-0.01613,0.02124,-2.40463
00563.png,50.71980392,7.07635685,382.3,-0.06062,0.0603,-2.41456
00564.png,50.71957965,7.07595576,383.249,-0.0149,0.04858,-2.39091
00565.png,50.71935884,7.07555647,383.933,0.04982,0.02481,-2.36548
00566.png,50.71914463,7.07515036,384.332,0.06425,-0.00012,-2.33629
00567.png,50.71893691,7.07473252,383.676,0.09945,-0.0242,-2.30938
00568.png,50.71873597,7.07429894,382.144,0.06333,0.00576,-2.26854
00569.png,50.71854201,7.07384979,382.358,0.00584,0.04441,-2.26466
00570.png,50.71835278,7.07339863,383.25,-0.05714,0.06097,-2.2587
00571.png,50.71816465,7.07295106,383.954,-0.05841,0.03928,-2.27901
00572.png,50.71797666,7.07250714,384.623,-0.04863,0.03894,-2.28771
00573.png,50.71778819,7.07206515,385.813,-0.07753,0.02937,-2.31301
00574.png,50.7175971,7.07162737,386.456,-0.04944,0.01908,-2.32813
00575.png,50.71740353,7.07119106,386.81,-0.08098,0.01523,-2.35088
00576.png,50.71720559,7.07076015,386.69,-0.05775,0.00628,-2.35545
00577.png,50.71700377,7.07033225,386.548,-0.02419,-0.00215,-2.3517
00578.png,50.71680009,7.06990299,386.388,0.00926,0.00068,-2.33381
00579.png,50.71659577,7.06946786,386.774,-0.04314,0.00357,-2.34279
00580.png,50.71638864,7.06903309,386.64,-0.07924,0.0104,-2.35569
00581.png,50.71617671,7.06860237,386.195,-0.00765,0.00772,-2.35317
00582.png,50.71596359,7.06816944,385.814,-0.03276,0.00938,-2.34414
00583.png,50.71574903,7.06773405,385.303,-0.02774,0.017,-2.36119
00584.png,50.71553363,7.06729885,385.063,-0.04426,0.02071,-2.36014
00585.png,50.71531663,7.06686455,385.139,-0.09205,0.02627,-2.37257
00586.png,50.71509633,7.06643576,385.465,-0.16594,0.03034,-2.40698
00587.png,50.7148693,7.06602048,385.56,-0.19684,0.02741,-2.43592
00588.png,50.71463235,7.06562216,385.334,-0.2135,0.02144,-2.5062
00589.png,50.71438482,7.06524821,384.919,-0.2028,0.01759,-2.52724
00590.png,50.71412674,7.06489416,384.606,-0.25607,0.01146,-2.58599
00591.png,50.71385646,7.06456716,384.118,-0.25503,0.00985,-2.65832
00592.png,50.71357352,7.06427393,384.253,-0.23887,0.00201,-2.72074
00593.png,50.71328056,7.06401116,384.595,-0.2767,0.00371,-2.78564
00594.png,50.71297824,7.06378049,384.861,-0.23857,-0.01911,-2.8664
00595.png,50.71266928,7.06358058,384.649,-0.2404,-0.03186,-2.91545
00596.png,50.71235314,7.06341039,384.243,-0.21208,-0.04163,-2.96176
00597.png,50.71203093,7.06326769,382.875,-0.23736,-0.03958,-2.9945
00598.png,50.7117023,7.0631541,380.975,-0.22052,-0.02634,-3.03845
00599.png,50.71136934,7.06307033,379.253,-0.19659,-0.01462,-3.07999
00600.png,50.71103356,7.06301398,378.214,-0.22102,-0.01193,-3.12524
00601.png,50.71069609,7.06298454,377.235,-0.17738,-0.01271,3.09435
00602.png,50.71036004,7.06298225,376.47,-0.17954,-0.00161,3.07775
00603.png,50.71002544,7.06300398,375.991,-0.15672,0.03894,3.05509
00604.png,50.70969577,7.0630473,377.89,-0.13,0.10046,3.0074
00605.png,50.7093767,7.06310541,381.05,-0.07321,0.09,3.01012
00606.png,50.70906395,7.06316909,383.791,0.02951,0.06399,3.01687
00607.png,50.70875443,7.06322517,385.708,0.06041,0.05407,3.07113
00608.png,50.70844583,7.06326636,387.168,0.08481,0.03994,3.1319
00609.png,50.7081368,7.06328635,388.257,0.02108,0.0291,-3.10815
00610.png,50.70782645,7.06329108,388.813,0.02334,0.01694,-3.08867
00611.png,50.70751545,7.0632822,388.425,0.03124,0.00121,-3.03781
00612.png,50.70720206,7.06325173,388.189,0.05683,-0.00422,-3.00609
00613.png,50.70688713,7.06319603,388.311,-0.00265,0.02587,-2.98542
00614.png,50.70657266,7.06312391,389.022,-0.05217,0.03478,-2.95381
00615.png,50.70625817,7.06304265,389.539,-0.04544,0.03446,-2.94462
00616.png,50.70594353,7.0629539,390.188,-0.06674,0.04098,-2.96124
00617.png,50.70562928,7.06286274,391.938,-0.08346,0.10003,-2.97554
00618.png,50.7053184,7.06277576,395.607,-0.03095,0.11214,-2.98996
00619.png,50.70501307,7.06268844,399.718,0.03806,0.10343,-2.9644
00620.png,50.70471287,7.06259036,403.109,0.0108,0.08407,-2.91091
00621.png,50.70441459,7.06247949,405.575,-0.07905,0.06013,-2.92751
00622.png,50.70411486,7.06236933,406.794,-0.16083,0.0487,-2.97856
00623.png,50.70381211,7.06227442,407.888,-0.20424,0.04626,-3.03438
00624.png,50.70350598,7.06220254,408.807,-0.18271,0.03396,-3.12113
00625.png,50.70319827,7.06215703,409.296,-0.13386,0.02565,3.1202
00626.png,50.70287547,7.06213489,409.978,-0.14722,0.02824,3.08079
00627.png,50.702563,7.06213776,410.56,-0.15487,0.01201,3.04503
00628.png,50.70224833,7.06216554,410.19,-0.06691,0.01073,3.02121
00629.png,50.70193061,7.06220835,410.352,-0.01144,0.03235,2.9957
00630.png,50.70161176,7.06225631,411.797,0.03993,0.04002,2.99486
00631.png,50.70127931,7.06230522,412.714,0.02656,0.02957,3.00917
00632.png,50.70095715,7.06235089,413.813,0.01739,0.03049,3.01377
00633.png,50.70063281,7.06239641,415.293,-0.10894,0.04494,3.00084
00634.png,50.70030803,7.06245394,416.215,-0.0903,0.04651,2.95841
00635.png,50.69998492,7.06252475,416.937,0.02863,0.02672,2.9536
00636.png,50.69966127,7.06259224,416.884,0.12968,0.02505,3.00562
00637.png,50.69933356,7.06263899,417.804,0.04145,0.04571,3.02489
00638.png,50.69900425,7.06267773,419.005,0.08717,0.04339,3.01411
00639.png,50.69867595,7.06270481,420.897,0.12022,0.04513,3.08673
00640.png,50.6983481,7.06270891,423.901,0.15995,0.03692,-3.10214
00641.png,50.69802038,7.06268004,426.835,0.17029,0.02153,-3.05717
00642.png,50.69769458,7.06261746,428.592,0.13972,0.00842,-3.00424
00643.png,50.69737043,7.06252172,429.911,0.15319,-0.01516,-2.95206
00644.png,50.69704815,7.06239384,431.004,0.1009,-0.00038,-2.91476
00645.png,50.6967276,7.06224375,432.466,0.03957,0.02785,-2.91556
00646.png,50.6964097,7.06208609,434.474,-0.0641,0.05068,-2.92408
00647.png,50.69609254,7.0619349,436.911,-0.08328,0.05718,-2.97033
00648.png,50.69577839,7.06179363,438.762,0.01256,0.02166,-2.94822
00649.png,50.69546533,7.06164709,440.671,-0.00222,0.01623,-2.92411
00650.png,50.69515281,7.06149442,442.257,-0.01029,0.05251,-2.92488
00651.png,50.69484308,7.06133833,445.105,0.02244,0.04631,-2.90561
00652.png,50.69453625,7.06117254,446.855,0.07528,0.01943,-2.8677
00653.png,50.69423046,7.06098933,448.308,0.08397,0.03867,-2.86038
00654.png,50.69392868,7.06079099,450.436,0.06029,0.0348,-2.79837
00655.png,50.69363073,7.06057566,452.931,0.05399,0.02473,-2.75953
00656.png,50.69333544,7.06034411,454.967,0.00245,0.01414,-2.76691
00657.png,50.69304119,7.06010621,456.391,-0.08216,0.02303,-2.76072
00658.png,50.69274541,7.05987182,457.957,-0.11845,0.02983,-2.76829
00659.png,50.69244738,7.05964608,459.619,-0.12639,0.03437,-2.79623
00660.png,50.69214733,7.05943196,461.192,-0.0926,0.03175,-2.81959
00661.png,50.69184664,7.05922639,462.464,-0.00683,0.02955,-2.81094
00662.png,50.69154788,7.05901713,464.173,0.04529,0.03143,-2.76796
00663.png,50.69125273,7.05879532,465.671,0.0376,0.03036,-2.72381
00664.png,50.69096005,7.05856008,466.89,-0.07695,0.03267,-2.74766
00665.png,50.69066545,7.05832907,468.319,-0.15238,0.03955,-2.81756
00666.png,50.69036753,7.05811703,469.744,-0.13573,0.02546,-2.88043
00667.png,50.69006618,7.05792666,470.666,-0.13074,0.01388,-2.91894
00668.png,50.68976087,7.05775679,470.662,-0.13659,-0.01122,-2.95125
00669.png,50.68945111,7.05760692,469.734,-0.14739,-0.02063,-2.9896
00670.png,50.68913695,7.05747892,468.4,-0.13217,-0.01741,-3.02514
00671.png,50.68881802,7.05737088,467.642,-0.12129,-0.01338,-3.07356
00672.png,50.6884963,7.05728266,466.73,-0.10118,-0.02058,-3.09802
00673.png,50.68817186,7.05721059,465.372,-0.07519,-0.02752,-3.11547
00674.png,50.68784467,7.05715045,463.746,-0.03787,-0.02008,-3.13988
00675.png,50.68751523,7.05709818,462.585,0.01139,-0.0234,3.14064
00676.png,50.68718422,7.05704586,461.385,0.026,-0.02493,-3.10579
00677.png,50.68685128,7.05698687,459.962,0.01938,-0.00311,-3.07945
00678.png,50.6865174,7.05692024,459.479,0.02172,0.0279,-3.0707
00679.png,50.68618476,7.05684564,460.477,-0.01335,0.01255,-3.07204
00680.png,50.68585252,7.0567679,460.647,-0.06992,0.00125,-3.09716
00681.png,50.68551965,7.05669713,460.494,-0.08581,-0.00337,-3.13241
00682.png,50.68518613,7.05663984,460.581,-0.07681,-0.00238,3.11962
00683.png,50.68485168,7.05659565,461.154,-0.06904,-0.00047,3.07869
00684.png,50.68451762,7.05656526,461.881,-0.03713,-0.00948,3.05837
00685.png,50.68418357,7.05654624,462.246,-0.07373,-0.01687,3.06795
00686.png,50.68383434,7.05653905,461.938,-0.0942,-0.01543,3.05301
00687.png,50.68349727,7.05654645,461.598,-0.07753,-0.00815,3.02336
00688.png,50.68316001,7.05656648,461.267,-0.05444,-0.01098,3.01382
00689.png,50.68282209,7.05659691,461.298,-0.04601,-0.00353,3.00933
00690.png,50.68248493,7.05663702,462.348,-0.06372,-0.00206,2.99064
00691.png,50.68214991,7.05668782,463.038,-0.06771,-0.00535,2.97896
00692.png,50.68181602,7.05674804,463.308,-0.09549,-0.01333,2.93046
00693.png,50.68148549,7.05682421,463.02,-0.08108,-0.01847,2.91769
00694.png,50.68115604,7.0569154,462.698,-0.07779,-0.02163,2.87923
00695.png,50.68082866,7.05702233,462.117,-0.05908,-0.02337,2.85606
00696.png,50.68050269,7.05714357,461.486,-0.03879,-0.0213,2.83038
00697.png,50.68017724,7.05727606,461.218,-0.02434,-0.01039,2.79219
00698.png,50.67985247,7.05741593,461.852,-0.01214,-0.003,2.75936
00699.png,50.67952996,7.05756353,462.213,-0.0351,-0.01794,2.75233
00700.png,50.67920926,7.05772228,461.795,-0.09224,-0.02298,2.74651
00701.png,50.67888956,7.057898,461.196,-0.00356,-0.02909,2.68701
00702.png,50.67856007,7.05809255,460.078,0.00298,-0.02935,2.69616
00703.png,50.67824258,7.05828786,459.674,-0.00871,-0.01785,2.68678
00704.png,50.67791358,7.05849888,460.002,-0.03913,-0.02179,2.66411
00705.png,50.6776004,7.05871204,459.503,-0.0451,-0.02861,2.64236
00706.png,50.6772908,7.05893658,457.892,-0.04427,-0.03044,2.65503
00707.png,50.67698288,7.05917358,456.485,-0.07366,-0.02628,2.64508
00708.png,50.67667818,7.05942611,456.001,-0.02841,-0.02051,2.61772
00709.png,50.67636413,7.05969517,456.147,0.03262,-0.02277,2.65699
00710.png,50.67605774,7.05994494,456.897,0.07054,-0.0247,2.6651
00711.png,50.67574809,7.0601828,457.407,0.0682,-0.03439,2.7093
00712.png,50.67543233,7.06040957,458.377,0.01331,-0.02426,2.69507
00713.png,50.67511482,7.06063504,459.463,-0.01888,-0.02575,2.66308
00714.png,50.67479955,7.06086649,459.849,0.0917,-0.04202,2.69189
00715.png,50.67448008,7.0610901,459.867,0.16186,-0.03918,2.73574
00716.png,50.67415485,7.06129012,460.009,0.21055,-0.04368,2.82081
00717.png,50.67382105,7.06145537,461.128,0.23013,0.0103,2.87634
00718.png,50.67348451,7.06158114,462.819,0.25822,0.00626,2.96654
00719.png,50.67314575,7.06166006,464.682,0.22236,-0.00531,3.05296
00720.png,50.67280429,7.06169672,467.118,0.10114,-0.01222,3.06387
00721.png,50.67246402,7.06171689,467.481,-0.0142,-0.00947,3.06231
00722.png,50.67212696,7.06173649,465.9,0.03085,0.01083,3.05234
00723.png,50.67179398,7.06174492,464.511,0.12984,0.0185,3.09626
00724.png,50.67146218,7.06172295,465.684,0.12206,0.01924,3.12165
00725.png,50.6711334,7.06167553,467.293,0.14535,-0.00539,-3.12609
00726.png,50.67080704,7.06160299,468.232,0.1195,-0.00512,-3.07125
00727.png,50.67048371,7.06151073,467.686,0.12934,0.01845,-3.01285
00728.png,50.67015017,7.06139058,467.862,0.12442,0.05344,-2.96273
00729.png,50.66983344,7.0612494,469.904,0.15711,0.05745,-2.94031
00730.png,50.66952186,7.06108451,472.748,0.03353,0.03664,-2.91555
00731.png,50.66919785,7.06090371,474.458,0.03338,0.04613,-2.92989
00732.png,50.66888632,7.06072688,476.343,-0.0711,0.04986,-2.97617
00733.png,50.66856242,7.06055633,477.235,-0.02438,0.0386,-3.00056
00734.png,50.66825283,7.06040193,477.515,0.11892,0.02023,-2.93856
00735.png,50.66794551,7.06023124,477.681,0.18217,0.01451,-2.87834
00736.png,50.66764262,7.06003349,477.678,0.16796,0.00361,-2.80399
00737.png,50.66734449,7.05980645,477.36,0.15473,-0.01382,-2.76577
00738.png,50.66705223,7.05955603,476.51,0.03586,-0.00433,-2.71597
00739.png,50.66676263,7.05929173,475.651,0.00068,0.01095,-2.73057
00740.png,50.66647594,7.05902309,475.637,-0.02673,0.00915,-2.71918
